db	kind	api	file	line	owner_doc	sql_preview	notes
world	inline_literal_sql	PQuery	scripts/Commands/cs_gobject.cpp	190	commands.md	SELECT guid, id, position_x, position_y, position_z, orientation, map, PhaseId, PhaseGroup, (POW(position_x - '{}', 2) + POW(position_y - '{}', 2) + POW(position_z - '{}', 2)) AS order_ FROM gameobject WHERE map = '{}' A...	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_gobject.cpp	197	commands.md	SELECT guid, id, position_x, position_y, position_z, orientation, map, PhaseId, PhaseGroup, (POW(position_x - {}, 2) + POW(position_y - {}, 2) + POW(position_z - {}, 2)) AS order_ FROM gameobject LEFT JOIN gameobject_tem...	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_gobject.cpp	225	commands.md	SELECT gameobject.guid, id, position_x, position_y, position_z, orientation, map, PhaseId, PhaseGroup, (POW(position_x - {}, 2) + POW(position_y - {}, 2) + POW(position_z - {}, 2)) AS order_ FROM gameobject LEFT OUTER JO...	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_list.cpp	96	commands.md	SELECT COUNT(guid) FROM creature WHERE id='{}'	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_list.cpp	103	commands.md	SELECT guid, position_x, position_y, position_z, map, (POW(position_x - '{}', 2) + POW(position_y - '{}', 2) + POW(position_z - '{}', 2)) AS order_ FROM creature WHERE id = '{}' ORDER BY order_ ASC LIMIT {}	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_list.cpp	107	commands.md	SELECT guid, position_x, position_y, position_z, map FROM creature WHERE id = '{}' LIMIT {}	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_list.cpp	364	commands.md	SELECT COUNT(guid) FROM gameobject WHERE id='{}'	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_list.cpp	371	commands.md	SELECT guid, position_x, position_y, position_z, map, id, (POW(position_x - '{}', 2) + POW(position_y - '{}', 2) + POW(position_z - '{}', 2)) AS order_ FROM gameobject WHERE id = '{}' ORDER BY order_ ASC LIMIT {}	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_list.cpp	375	commands.md	SELECT guid, position_x, position_y, position_z, map, id FROM gameobject WHERE id = '{}' LIMIT {}	formatted_sql;sync_api
characters	inline_literal_sql	PQuery	scripts/Commands/cs_list.cpp	565	commands.md	SELECT item_guid FROM mail_items WHERE mail_id = '{}'	formatted_sql;sync_api
auth_login	dynamic_sql_candidate	Query	scripts/Commands/cs_misc.cpp	1769	commands.md	-	no_literal_sql_in_call;sync_api
auth_login	dynamic_sql_candidate	Query	scripts/Commands/cs_misc.cpp	1814	commands.md	-	no_literal_sql_in_call;sync_api
auth_login	inline_literal_sql	PQuery	scripts/Commands/cs_server.cpp	127	commands.md	SELECT port FROM realmlist WHERE id = {}	formatted_sql;sync_api
world	inline_literal_sql	PQuery	scripts/Commands/cs_tele.cpp	371	commands.md	SELECT c.position_x, c.position_y, c.position_z, c.orientation, c.map, ct.name FROM creature c INNER JOIN creature_template ct ON c.id = ct.entry WHERE ct.name LIKE '{}'	formatted_sql;sync_api
auth_login	inline_literal_sql	Query	shared/Realm/RealmList.cpp	67	shared-realm.md	SELECT majorVersion, minorVersion, bugfixVersion, hotfixVersion, build, win64AuthSeed, mac64AuthSeed FROM build_info ORDER BY build ASC	sync_api
auth_login	inline_literal_sql	Query	shared/Secrets/SecretMgr.cpp	179	shared-secrets.md	SELECT id, totp_secret FROM account	sync_api
auth_login	inline_literal_sql	DirectPExecute	worldserver/Main.cpp	304	worldserver.md	UPDATE realmlist SET flag = flag \| {} WHERE id = '{}'	formatted_sql;sync_api
auth_login	inline_literal_sql	DirectPExecute	worldserver/Main.cpp	400	worldserver.md	UPDATE realmlist SET flag = flag & ~{}, population = 0 WHERE id = '{}'	formatted_sql;sync_api
auth_login	inline_literal_sql	DirectPExecute	worldserver/Main.cpp	443	worldserver.md	UPDATE realmlist SET flag = flag \| {} WHERE id = '{}'	formatted_sql;sync_api
world	inline_literal_sql	PExecute	worldserver/Main.cpp	668	worldserver.md	UPDATE version SET core_version = '{}', core_revision = '{}'	formatted_sql;sync_api
auth_login	inline_literal_sql	DirectPExecute	worldserver/Main.cpp	690	worldserver.md	UPDATE account SET online = 0 WHERE online > 0 AND id IN (SELECT acctid FROM realmcharacters WHERE realmid = {})	formatted_sql;sync_api
characters	inline_literal_sql	DirectExecute	worldserver/Main.cpp	693	worldserver.md	UPDATE characters SET online = 0 WHERE online <> 0	sync_api
characters	inline_literal_sql	DirectExecute	worldserver/Main.cpp	696	worldserver.md	UPDATE character_battleground_data SET instanceId = 0	sync_api
